Reaction ID	Fluxes	Equation(ID)
RXN-8457	3.33333	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
PYRUVATE-CARBOXYLASE-RXN	3.33333	C00002 + C00288 + C00022 --> C00008 + C00036 + C00080 + C00009
ISOCITDEH-RXN	3.33333	C00011 + C00005 + C00026 --> C00006 + C00311
PYRUVFORMLY-RXN	6.66667	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
HYDGLUTSYN-RXN	6.66667	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
FUMARATE-REDUCTASE-NADH-RXN	3.33333	C00003 + C00042 <=> C00122 + C00004 + C00080
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	-3.33333	C00149 <=> C00122 + C00001
HOMOSERDEAM-RXN	6.66667	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-6.66667	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
KETOBUTFORMLY-RXN	6.66667	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	6.66667	C00441 + C00005 + C00080 --> C00263 + C00006
RXN-14103	6.66667	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
R23-RXN	3.33333	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-3.33333	C00158 <=> C00311
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-6.66667	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
ASPARTATEKIN-RXN	6.66667	C00002 + C00049 <=> C00008 + C03082
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
ISOCIT-CLEAV-RXN	3.33333	C00311 <=> C00048 + C00042
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
