reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.99493565450523 kilojoule / mole	-4.99493565450523 kilojoule / mole	-50.23908561475251 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679235 kilojoule / mole	20.28262350722369 kilojoule / mole	20.28262350722369 kilojoule / mole	-23.68872274728053 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	3.33333 millimolar / second	13.702958804193713 kilojoule / mole	-0.27699772295533265 kilojoule / mole	16.8378398117657 kilojoule / mole	-7.032198344068877 kilojoule / mole	0.13473
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-18.42229329557089 kilojoule / mole	-18.42229329557089 kilojoule / mole	-63.70496347733177 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00004 + C00080 + C00122 = C00003 + C00042	3.33333 millimolar / second	-61.21694462493679 kilojoule / mole	-61.32707658347956 kilojoule / mole	-61.32707658347956 kilojoule / mole	-33.651452440983775 kilojoule / mole	0.0
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00149 = C00001 + C00122	3.33333 millimolar / second	3.4300285975664337 kilojoule / mole	3.432643507540231 kilojoule / mole	3.432643507540231 kilojoule / mole	-10.808268847662514 kilojoule / mole	0.0
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	3.33333 millimolar / second	-26.43411614945444 kilojoule / mole	-25.509195710733845 kilojoule / mole	-25.509195710733845 kilojoule / mole	-13.51801638877271 kilojoule / mole	0.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	3.33333 millimolar / second	-1.7513499411736575 kilojoule / mole	-1.7036748315344878 kilojoule / mole	-1.7036748315344878 kilojoule / mole	-11.612199380984826 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.41652541144893 kilojoule / mole	-29.41652541144893 kilojoule / mole	-14.952586383829017 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	3.33333 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-7.032198344051695 kilojoule / mole	0.13473
RXN-8965	C00001 + C18323 = C01011	3.33333 millimolar / second	-0.3988046682220556 kilojoule / mole	-0.5937329432303542 kilojoule / mole	-0.5937329432303542 kilojoule / mole	-7.032198344059309 kilojoule / mole	0.13473
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	3.33333 millimolar / second	0.3823853604100691 kilojoule / mole	0.38111619175213385 kilojoule / mole	0.38111619175213385 kilojoule / mole	-7.665486502494054 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	3.33333 millimolar / second	7.059838100394472 kilojoule / mole	8.900379601835734 kilojoule / mole	-8.2144579328853 kilojoule / mole	-13.790357587893663 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.032198343986465 kilojoule / mole	0.13473
RXN-8958	C20238 = C18324	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.032198343986322 kilojoule / mole	0.13473
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	3.33333 millimolar / second	9.83954537311729 kilojoule / mole	44.51774123284322 kilojoule / mole	44.51774123284322 kilojoule / mole	-7.032198264965373 kilojoule / mole	0.13473
RXN-8890	C11062 = C00001 + C00877	3.33333 millimolar / second	-10.85361710774373 kilojoule / mole	-7.03219834622085 kilojoule / mole	-7.03219834622085 kilojoule / mole	-7.0321983470062435 kilojoule / mole	0.05692
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	3.33333 millimolar / second	-7.5268491326257845 kilojoule / mole	-47.23283207472796 kilojoule / mole	-47.23283207472796 kilojoule / mole	-7.032198264965295 kilojoule / mole	0.13473
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	3.33333 millimolar / second	11.058348804426089 kilojoule / mole	11.176368768075262 kilojoule / mole	-5.938468766645772 kilojoule / mole	-8.139605431837035 kilojoule / mole	0.0
