reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-4.439362850043237 kilojoule / mole	-4.439362850043237 kilojoule / mole	-24.738329308344184 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.51093485772401 kilojoule / mole	-32.15772506120577 kilojoule / mole	-32.15772506120577 kilojoule / mole	-18.22701645763794 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071569715 kilojoule / mole	20.942024928889644 kilojoule / mole	20.942024928889644 kilojoule / mole	-12.805748592476412 kilojoule / mole	0.06845
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-9.358241958517514 kilojoule / mole	-9.358241958517514 kilojoule / mole	-27.246024503613718 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-14.38273954012482 kilojoule / mole	-14.38273954012482 kilojoule / mole	-19.10223084201075 kilojoule / mole	0.0
MALONATE-COA-TRANSFERASE-RXN	C00033 + C00083 = C00024 + C00383	3.33333 millimolar / second	11.612711003881216 kilojoule / mole	10.070376961949211 kilojoule / mole	10.070376961949211 kilojoule / mole	-12.805748590877513 kilojoule / mole	0.15435
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	3.33333 millimolar / second	1.9867945547151749 kilojoule / mole	2.7150683387071712 kilojoule / mole	2.7150683387071712 kilojoule / mole	-12.80574859259629 kilojoule / mole	0.06845
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	3.33333 millimolar / second	6.9883666004500355 kilojoule / mole	6.87681381201642 kilojoule / mole	6.87681381201642 kilojoule / mole	-12.805748592626397 kilojoule / mole	0.06845
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.5833233583064 kilojoule / mole	27.48804129583411 kilojoule / mole	27.48804129583411 kilojoule / mole	-12.805748591447575 kilojoule / mole	0.10608
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	3.33333 millimolar / second	-60.75613024174572 kilojoule / mole	-48.235657954001155 kilojoule / mole	-48.235657954001155 kilojoule / mole	-38.02270140808477 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	3.949919958864868 kilojoule / mole	3.949919958864868 kilojoule / mole	-12.805748594979882 kilojoule / mole	0.03764
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	3.33333 millimolar / second	4.48362875057893 kilojoule / mole	4.427853345358339 kilojoule / mole	-12.686984189362693 kilojoule / mole	-12.805748592714131 kilojoule / mole	0.06845
GLUTDEHYD-RXN	C00005 + C00014 + C00026 + C00080 = C00001 + C00006 + C00025	3.33333 millimolar / second	-36.35101950970204 kilojoule / mole	-36.33936532825955 kilojoule / mole	-19.224527793538513 kilojoule / mole	-12.805748592637158 kilojoule / mole	0.06845
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-9.867843531342109 kilojoule / mole	-9.867843531342109 kilojoule / mole	-12.805748592646525 kilojoule / mole	0.06845
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN-MALONATE-S-ALD/NAD/WATER//MALONATE/NADH/PROTON.47.	C00004 + 2 C00080 + C00383 = C00001 + C00003 + C00222	3.33333 millimolar / second	30.280521986695703 kilojoule / mole	9.957692608523153 kilojoule / mole	9.957692608523153 kilojoule / mole	-12.80574859062311 kilojoule / mole	0.15435
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	-2.2510208647549117 kilojoule / mole	-2.2510208647549117 kilojoule / mole	-12.805748592643031 kilojoule / mole	0.06845
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	3.33333 millimolar / second	-2.8760864197276987 kilojoule / mole	-3.734500759695505 kilojoule / mole	-20.849338294416537 kilojoule / mole	-12.805748592756986 kilojoule / mole	0.06845
